specimen_no,is_type,accepted_name,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
63693,,Daubentonia madagascariensis,232752,,,41368,,,,,,,,,
63702,,Callimico goeldii,233441,,,41369,,,,,,,,,
63703,,Callimico goeldii,233441,,,41369,,,,,,,,,
63704,,Callimico goeldii,233441,,,41369,,,,,,,,,
63705,,Callimico goeldii,233441,,,41369,,,,,,,,,
63706,,Callimico goeldii,233441,,,41369,,,,,,,,,
63707,,Callimico goeldii,233441,,,41369,,,,,,,,,
63708,,Callimico goeldii,233441,,,41369,,,,,,,,,
63709,,Callimico goeldii,233441,,,41369,,,,,,,,,
63710,,Callimico goeldii,233441,,,41219,,,,,,,,,
63711,,Callimico goeldii,233441,,,41219,,,,,,,,,
63766,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63767,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63768,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63769,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63770,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63771,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63772,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63773,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63774,,Theropithecus gelada,233449,,,41371,,,,,,,,,
63775,,Theropithecus gelada,233449,,,41219,,,,,,,,,
63776,,Theropithecus gelada,233449,,,41219,,,,,,,,,
65865,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65866,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65867,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65868,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65869,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65870,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65871,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65872,,Nycticebus coucang,234312,,,41497,,,,,,,,,
65873,,Nycticebus coucang,234312,,,41219,,,,,,,,,
65882,,Procolobus verus,234340,,,41904,,,,,,,,,
65883,,Procolobus verus,234340,,,41497,,,,,,,,,
65884,,Procolobus verus,234340,,,41497,,,,,,,,,
65885,,Procolobus verus,234340,,,41497,,,,,,,,,
65886,,Procolobus verus,234340,,,41497,,,,,,,,,
65887,,Procolobus verus,234340,,,41497,,,,,,,,,
65888,,Procolobus verus,234340,,,41497,,,,,,,,,
65889,,Procolobus verus,234340,,,41497,,,,,,,,,
65890,,Procolobus verus,234340,,,41219,,,,,,,,,
65891,,Procolobus verus,234340,,,41219,,,,,,,,,
65892,,Nycticebus coucang,234312,,,41219,,,,,,,,,
65893,,Nycticebus coucang,234312,,,41219,,,,,,,,,
65894,,Nycticebus coucang,234312,,,41219,,,,,,,,,
67161,,Papio cynocephalus,231525,,,41620,,,,,,,,,
67162,,Cercopithecus mitis,235354,,,41620,,,,,,,,,
67247,,Cercopithecus mitis,235354,,,41620,,,,,,,,,
67248,,Cercopithecus mitis,235354,,,41620,,,,,,,,,
67262,,Alouatta palliatus,235366,,,41620,,,,,,,,,
67263,,Alouatta palliatus,235366,,,41620,,,,,,,,,
67264,,Lagothrix lagotricha,232529,,,41620,,,,,,,,,
67265,,Galago senegalensis,232725,,,41620,,,,,,,,,
67266,,Ateles geoffroyi,232528,,,41620,,,,,,,,,
67267,,Ateles geoffroyi,232528,,,41620,,,,,,,,,
67268,,Ateles fusciceps robustus,242336,,,41620,,,,,,,,,
67269,,Ateles fusciceps robustus,242336,,,41620,,,,,,,,,
67270,,Leontocebus geoffroyi,235369,,,41620,,,,,,,,,
67271,,Chlorocebus aethiops,92707,,,41620,,,,,,,,,
67272,,Pan troglodytes troglodytes,236873,,,41620,,,,,,,,,
67273,,Pan troglodytes troglodytes,236873,,,41620,,,,,,,,,
70185,,Papio anubis,232552,,,41827,,,,,,,,,
70186,,Papio anubis,232552,,,41827,,,,,,,,,
70187,,Papio anubis,232552,,,41827,,,,,,,,,
70188,,Papio anubis,232552,,,41827,,,,,,,,,
70189,,Papio anubis,232552,,,41827,,,,,,,,,
70190,,Papio anubis,232552,,,41827,,,,,,,,,
70191,,Papio anubis,232552,,,41827,,,,,,,,,
70192,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70193,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70194,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70195,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70196,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70197,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70198,,Papio cynocephalus,231525,,,41827,,,,,,,,,
70199,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70200,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70201,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70202,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70203,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70204,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70205,,Theropithecus gelada,233449,,,41827,,,,,,,,,
70206,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70207,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70208,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70209,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70210,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70211,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70212,,Piliocolobus badius,233940,,,41827,,,,,,,,,
70213,,Trachypithecus pileatus,232617,,,41827,,,,,,,,,
70214,,Trachypithecus pileatus,232617,,,41827,,,,,,,,,
70215,,Trachypithecus pileatus,232617,,,41827,,,,,,,,,
70216,,Trachypithecus pileatus,232617,,,41827,,,,,,,,,
70217,,Trachypithecus pileatus,232617,,,41827,,,,,,,,,
70218,,Trachypithecus pileatus,232617,,,41827,,,,,,,,,
70219,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70220,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70221,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70222,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70223,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70224,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70225,,Ateles geoffroyi,232528,,,41827,,,,,,,,,
70228,,Simias concolor,236468,,,41827,,,,,,,,,
70229,,Simias concolor,236468,,,41827,,,,,,,,,
70230,,Simias concolor,236468,,,41827,,,,,,,,,
70231,,Simias concolor,236468,,,41827,,,,,,,,,
70232,,Simias concolor,236468,,,41827,,,,,,,,,
70233,,Simias concolor,236468,,,41827,,,,,,,,,
70234,,Simias concolor,236468,,,41827,,,,,,,,,
70235,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70236,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70237,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70238,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70239,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70240,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70241,,Rhinopithecus brelichi,236485,,,41827,,,,,,,,,
70242,,Papio anubis,232552,,,41219,,,,,,,,,
70243,,Papio anubis,232552,,,41219,,,,,,,,,
70244,,Papio anubis,232552,,,41219,,,,,,,,,
70245,,Papio anubis,232552,,,41219,,,,,,,,,
70246,,Papio cynocephalus,231525,,,41219,,,,,,,,,
70247,,Papio cynocephalus,231525,,,41219,,,,,,,,,
70248,,Papio cynocephalus,231525,,,41219,,,,,,,,,
70249,,Papio cynocephalus,231525,,,41219,,,,,,,,,
70250,,Piliocolobus badius,233940,,,41219,,,,,,,,,
70251,,Piliocolobus badius,233940,,,41219,,,,,,,,,
70252,,Trachypithecus pileatus,232617,,,41219,,,,,,,,,
70253,,Trachypithecus pileatus,232617,,,41219,,,,,,,,,
70254,,Ateles geoffroyi,232528,,,41219,,,,,,,,,
70255,,Ateles geoffroyi,232528,,,41219,,,,,,,,,
70264,,Simias concolor,236468,,,41219,,,,,,,,,
70265,,Simias concolor,236468,,,41219,,,,,,,,,
70266,,Rhinopithecus brelichi,236485,,,41219,,,,,,,,,
70719,,Alouatta palliatus,235366,,,41839,,,,,,,,,
70720,,Alouatta palliatus,235366,,,41839,,,,,,,,,
70721,,Ateles geoffroyi,232528,,,41839,,,,,,,,,
70722,,Ateles geoffroyi,232528,,,41839,,,,,,,,,
70821,,Alouatta seniculus,232536,,,41840,,,,,,,,,
70822,,Alouatta seniculus,232536,,,41840,,,,,,,,,
70826,,Cebus nigrivittatus,236583,,,41840,,,,,,,,,
70827,,Cebus nigrivittatus,236583,,,41840,,,,,,,,,
70828,,Sapajus apella,104132,,,41840,,,,,,,,,
70829,,Sapajus apella,104132,,,41840,,,,,,,,,
70830,,Saimiri sciureus,104135,,,41840,,,,,,,,,
70831,,Saimiri sciureus,104135,,,41840,,,,,,,,,
70842,,Cercopithecus mitis,235354,,,41841,,,,,,,,,
70843,,Cercopithecus mitis,235354,,,41841,,,,,,,,,
70853,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70854,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70855,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70856,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70857,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70858,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70859,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70860,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70861,,Leontocebus fuscicollis,231757,,,41843,,,,,,,,,
70862,,Alouatta seniculus,232536,,,41844,,,,,,,,,
70863,,Alouatta seniculus,232536,,,41844,,,,,,,,,
70864,,Alouatta seniculus,232536,,,41844,,,,,,,,,
70865,,Ateles belzebuth,232524,,,41844,,,,,,,,,
70866,,Ateles belzebuth,232524,,,41844,,,,,,,,,
70867,,Lagothrix lagotricha,232529,,,41844,,,,,,,,,
70868,,Lagothrix lagotricha,232529,,,41844,,,,,,,,,
70869,,Aotus nancymaae,236606,,,41844,,,,,,,,,
70870,,Aotus nancymaae,236606,,,41844,,,,,,,,,
70871,,Callimico goeldii,233441,,,41844,,,,,,,,,
70872,,Cebuella pygmaea,236608,,,41844,,,,,,,,,
70873,,Cebuella pygmaea,236608,,,41844,,,,,,,,,
70874,,Leontocebus fuscicollis,231757,,,41844,,,,,,,,,
70875,,Leontocebus fuscicollis,231757,,,41844,,,,,,,,,
70876,,Saguinus mystax,236611,,,41844,,,,,,,,,
70877,,Saguinus mystax,236611,,,41844,,,,,,,,,
70878,,Cebus albifrons,232538,,,41844,,,,,,,,,
70879,,Cebus albifrons,232538,,,41844,,,,,,,,,
70880,,Cebus albifrons,232538,,,41844,,,,,,,,,
70881,,Cebus albifrons,232538,,,41844,,,,,,,,,
70882,,Sapajus apella,104132,,,41844,,,,,,,,,
70883,,Sapajus apella,104132,,,41844,,,,,,,,,
70884,,Saimiri sciureus,104135,,,41844,,,,,,,,,
70885,,Saimiri sciureus,104135,,,41844,,,,,,,,,
70886,,Saimiri sciureus,104135,,,41844,,,,,,,,,
70887,,Saimiri sciureus,104135,,,41844,,,,,,,,,
70888,,Cacajao calvus,232703,,,41844,,,,,,,,,
70889,,Cacajao calvus,232703,,,41844,,,,,,,,,
70890,,Plecturocebus cupreus,236615,,,41844,,,,,,,,,
70891,,Plecturocebus cupreus,236615,,,41844,,,,,,,,,
70892,,Plecturocebus cupreus,236615,,,41844,,,,,,,,,
70893,,Plecturocebus cupreus,236615,,,41844,,,,,,,,,
70894,,Pithecia monachus,232705,,,41844,,,,,,,,,
70895,,Pithecia monachus,232705,,,41844,,,,,,,,,
70896,,Pithecia monachus,232705,,,41844,,,,,,,,,
70897,,Pithecia monachus,232705,,,41844,,,,,,,,,
70898,holotype,Papio cynocephalus ibeanus,236620,,,41845,,,,,,,,,
70951,,Cercocebus torquatus,233931,,,41848,,,,,,,,,
70958,,Cercopithecus erythrotis,236705,,,41848,,,,,,,,,
70959,,Cercopithecus erythrotis,236705,,,41848,,,,,,,,,
70960,,Cercopithecus erythrotis,236705,,,41848,,,,,,,,,
70961,,Cercopithecus erythrotis,236705,,,41848,,,,,,,,,
70962,,Arctocebus aureus,236707,,,41848,,,,,,,,,
70963,,Arctocebus calabarensis,232735,,,41848,,,,,,,,,
70964,,Arctocebus calabarensis,232735,,,41848,,,,,,,,,
70965,,Arctocebus calabarensis,232735,,,41848,,,,,,,,,
70966,,Arctocebus calabarensis,232735,,,41848,,,,,,,,,
70967,,Arctocebus calabarensis,232735,,,41848,,,,,,,,,
71027,,Semnopithecus entellus,232624,,,41849,,,,,,,,,
71028,,Semnopithecus entellus,232624,,,41849,,,,,,,,,
71105,,Piliocolobus badius,233940,,,41853,,,,,,,,,
71106,,Piliocolobus badius,233940,,,41853,,,,,,,,,
71305,holotype,Cebus apella margaritae,236807,,,41854,,,,,,,,,
71306,holotype,Cebus capucinus limitaneus,236808,,,41854,,,,,,,,,
71307,,Cebus capucinus imitator,236809,,,41854,,,,,,,,,
71308,,Colobus guereza,231533,,,41132,,,,,,,,,
71309,,Colobus guereza,231533,,,41132,,,,,,,,,
71310,,Colobus guereza,231533,,,41132,,,,,,,,,
71311,,Colobus guereza,231533,,,41132,,,,,,,,,
71312,,Colobus guereza,231533,,,41132,,,,,,,,,
71313,,Cercopithecus albogularis kolbi,236812,,,41132,,,,,,,,,
71314,,Cercopithecus albogularis kolbi,236812,,,41132,,,,,,,,,
71315,,Cercopithecus albogularis kolbi,236812,,,41132,,,,,,,,,
71316,,Cercopithecus albogularis kolbi,236812,,,41132,,,,,,,,,
71317,,Cercopithecus albogularis kolbi,236812,,,41132,,,,,,,,,
71318,,Cercopithecus albogularis kolbi,236812,,,41132,,,,,,,,,
71319,,Galago gallarum,236817,,,41132,,,,,,,,,
71360,,Gorilla beringei,232980,,,41856,,,,,,,,,
71361,,Gorilla beringei,232980,,,41856,,,,,,,,,
71362,holotype,Gorilla beringei,232980,,,41856,,,,,,,,,
71363,holotype,Gorilla gorilla graueri,232977,,,41856,,,,,,,,,
71364,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71365,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71366,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71367,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71368,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71369,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71370,,Pan troglodytes schweinfurthii,236876,,,41856,,,,,,,,,
71534,holotype,Pan paniscus,236869,,,41865,,,,,,,,,
71536,,Pan paniscus,236869,,,41865,,,,,,,,,
71552,,Pan paniscus,236869,,,41865,,,,,,,,,
71553,,Pan paniscus,236869,,,41865,,,,,,,,,
71554,,Pan paniscus,236869,,,41865,,,,,,,,,
71555,,Pan paniscus,236869,,,41865,,,,,,,,,
71556,,Pan paniscus,236869,,,41865,,,,,,,,,
71563,,Pan troglodytes,157890,,,41865,,,,,,,,,
71564,,Pan troglodytes,157890,,,41865,,,,,,,,,
71565,,Pan troglodytes,157890,,,41865,,,,,,,,,
71566,,Pan troglodytes,157890,,,41865,,,,,,,,,
71567,,Pan troglodytes,157890,,,41865,,,,,,,,,
71568,,Pan paniscus,236869,,,41219,,,,,,,,,
71569,,Pan paniscus,236869,,,41219,,,,,,,,,
71933,,Macaca mulatta,232540,,,41892,,,,,,,,,
71934,,Macaca mulatta,232540,,,41892,,,,,,,,,
71935,,Macaca mulatta,232540,,,41892,,,,,,,,,
71936,,Macaca mulatta,232540,,,41892,,,,,,,,,
71937,,Macaca mulatta,232540,,,41892,,,,,,,,,
71938,,Macaca mulatta,232540,,,41892,,,,,,,,,
71939,,Macaca mulatta,232540,,,41892,,,,,,,,,
71940,,Macaca mulatta,232540,,,41892,,,,,,,,,
71941,,Macaca mulatta,232540,,,41892,,,,,,,,,
71942,,Macaca mulatta,232540,,,41892,,,,,,,,,
71943,,Macaca mulatta,232540,,,41892,,,,,,,,,
71944,,Macaca mulatta,232540,,,41892,,,,,,,,,
71945,,Macaca mulatta,232540,,,41892,,,,,,,,,
71946,,Macaca mulatta,232540,,,41892,,,,,,,,,
71947,,Macaca assamensis,231975,,,41892,,,,,,,,,
71948,,Macaca assamensis,231975,,,41892,,,,,,,,,
71949,,Macaca assamensis,231975,,,41892,,,,,,,,,
71950,,Macaca assamensis,231975,,,41892,,,,,,,,,
71951,,Macaca assamensis,231975,,,41892,,,,,,,,,
71952,,Macaca assamensis,231975,,,41892,,,,,,,,,
71953,,Macaca assamensis,231975,,,41892,,,,,,,,,
71954,,Macaca assamensis,231975,,,41892,,,,,,,,,
71955,,Macaca assamensis,231975,,,41219,,,,,,,,,
71956,,Macaca assamensis,231975,,,41219,,,,,,,,,
71991,,Nycticebus coucang hilleri,234316,,,41893,,,,,,,,,
71992,,Nycticebus coucang hilleri,234316,,,41893,,,,,,,,,
71993,,Nycticebus coucang hilleri,234316,,,41893,,,,,,,,,
71994,,Nycticebus coucang hilleri,234316,,,41893,,,,,,,,,
71995,,Macaca fascicularis,231529,,,41893,,,,,,,,,
71996,,Macaca fascicularis,231529,,,41893,,,,,,,,,
71997,,Macaca fascicularis,231529,,,41893,,,,,,,,,
71998,,Macaca phaeura,237538,,,41893,,,,,,,,,
71999,,Trachypithecus cristatus,231534,,,41893,,,,,,,,,
72000,,Trachypithecus cristatus,231534,,,41893,,,,,,,,,
72001,,Trachypithecus cristatus,231534,,,41893,,,,,,,,,
72002,,Trachypithecus cristatus,231534,,,41893,,,,,,,,,
72003,,Presbytis thomasi nubilus,237567,,,41893,,,,,,,,,
72004,,Presbytis thomasi nubilus,237567,,,41893,,,,,,,,,
72005,,Presbytis thomasi nubilus,237567,,,41893,,,,,,,,,
72006,,Presbytis thomasi nubilus,237567,,,41893,,,,,,,,,
72007,,Hylobates lar vestitus,237581,,,41893,,,,,,,,,
72008,,Hylobates lar vestitus,237581,,,41893,,,,,,,,,
72009,,Hylobates lar vestitus,237581,,,41893,,,,,,,,,
72010,,Hylobates lar vestitus,237581,,,41893,,,,,,,,,
72011,,Hylobates lar vestitus,237581,,,41893,,,,,,,,,
72012,,Hylobates lar vestitus,237581,,,41893,,,,,,,,,
72013,,Symphalangus syndactylus,231500,,,41893,,,,,,,,,
72014,,Symphalangus syndactylus,231500,,,41893,,,,,,,,,
72015,,Symphalangus syndactylus,231500,,,41893,,,,,,,,,
72016,,Pongo abelii,232339,,,41893,,,,,,,,,
72044,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72045,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72046,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72047,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72048,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72049,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72050,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72051,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72052,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72053,,Nycticebus coucang,234312,,,41904,,,,,,,,,
72054,,Varecia variegata,237774,,,41219,,,,,,,,,
72055,,Varecia variegata,237774,,,41219,,,,,,,,,
72056,,Varecia variegata,237774,,,41219,,,,,,,,,
72057,,Varecia variegata,237774,,,41219,,,,,,,,,
72058,,Varecia variegata,237774,,,41904,,,,,,,,,
72059,,Varecia variegata,237774,,,41904,,,,,,,,,
72060,,Varecia variegata,237774,,,41904,,,,,,,,,
72061,,Varecia variegata,237774,,,41904,,,,,,,,,
72062,,Varecia variegata,237774,,,41904,,,,,,,,,
72063,,Varecia variegata,237774,,,41904,,,,,,,,,
72064,,Varecia variegata,237774,,,41904,,,,,,,,,
72065,,Varecia variegata,237774,,,41904,,,,,,,,,
72094,,Indri indri,232454,,,41904,,,,,,,,,
72095,,Symphalangus syndactylus,231500,,,41904,,,,,,,,,
72096,,Pan troglodytes,157890,,,41904,,,,,,,,,
73370,,Euoticus elegantulus pallidus,238592,,,41848,,,,,,,,,
73371,,Euoticus elegantulus pallidus,238592,,,41848,,,,,,,,,
73372,,Perodicticus potto,232728,,,41848,,,,,,,,,
73373,,Perodicticus potto,232728,,,41848,,,,,,,,,
73374,,Perodicticus potto,232728,,,41848,,,,,,,,,
73375,,Perodicticus potto,232728,,,41848,,,,,,,,,
73376,,Perodicticus potto,232728,,,41848,,,,,,,,,
73377,,Perodicticus potto,232728,,,41848,,,,,,,,,
73378,,Perodicticus potto,232728,,,41848,,,,,,,,,
73379,,Perodicticus potto,232728,,,41848,,,,,,,,,
73380,,Perodicticus potto,232728,,,41848,,,,,,,,,
73381,,Perodicticus potto,232728,,,41848,,,,,,,,,
73382,,Perodicticus potto,232728,,,41848,,,,,,,,,
73383,,Perodicticus potto,232728,,,41848,,,,,,,,,
73384,,Perodicticus potto,232728,,,41853,,,,,,,,,
73512,,Saimiri macrodon,238609,,,42002,,,,,,,,,
73523,holotype,Saimiri macrodon,238609,,,42007,,,,,,,,,
73524,,Saimiri macrodon,238609,,,42007,,,,,,,,,
73525,,Rhinopithecus brelichi,236485,,,42008,,,,,,,,,
73526,,Rhinopithecus brelichi,236485,,,42008,,,,,,,,,
73527,,Rhinopithecus brelichi,236485,,,42008,,,,,,,,,
73531,,Nomascus concolor concolor,238624,,,42009,,,,,,,,,
73532,,Nomascus concolor concolor,238624,,,42009,,,,,,,,,
73533,,Nomascus hainanus,238632,,,42009,,,,,,,,,
73534,,Nomascus hainanus,238632,,,42009,,,,,,,,,
73535,,Nomascus nasutus,238636,,,42009,,,,,,,,,
73536,,Nomascus concolor concolor,238624,,,42009,,,,,,,,,
73537,,Nomascus concolor concolor,238624,,,42009,,,,,,,,,
73538,,Nomascus concolor concolor,238624,,,42009,,,,,,,,,
73539,,Nomascus concolor concolor,238624,,,42009,,,,,,,,,
73540,,Nomascus concolor lu,238638,,,42009,,,,,,,,,
73541,,Nomascus leucogenys,238625,,,42009,,,,,,,,,
73542,,Nomascus leucogenys,238625,,,42009,,,,,,,,,
73543,,Hylobates (Nomascus) gabriellae gabriellae,238646,,,42009,,,,,,,,,
73544,,Hylobates (Nomascus) gabriellae gabriellae,238646,,,42009,,,,,,,,,
73545,,Nomascus siki,238642,,,42009,,,,,,,,,
73546,,Alouatta seniculus,232536,,,42010,,,,,,,,,
73547,,Alouatta belzebul,232534,,,42010,,,,,,,,,
73548,,Ateles paniscus,104123,,,42010,,,,,,,,,
73549,,Ateles belzebuth,232524,,,42010,,,,,,,,,
73550,,Saimiri sciureus,104135,,,42010,,,,,,,,,
73554,,Saimiri ustus,238650,,,42010,,,,,,,,,
73555,,Saguinus midas,104130,,,42010,,,,,,,,,
73556,,Mico argentatus,238653,,,42010,,,,,,,,,
73560,holotype,Tarsius bancanus saltator,238659,,,42012,,,,,,,,,
73561,,Cephalopachus bancanus borneanus,238660,,,42012,,,,,,,,,
73562,,Cephalopachus bancanus borneanus,238660,,,42012,,,,,,,,,
73563,,Semnopithecus entellus,232624,,,42021,,,,,,,,,
73564,,Semnopithecus entellus,232624,,,42021,,,,,,,,,
73565,,Semnopithecus entellus,232624,,,42021,,,,,,,,,
73566,,Semnopithecus entellus,232624,,,42021,,,,,,,,,
73567,,Semnopithecus entellus,232624,,,42021,,,,,,,,,
73568,,Semnopithecus entellus,232624,,,42021,,,,,,,,,
73609,,Colobus guereza,231533,,,42026,,,,,,,,,
73610,,Colobus guereza,231533,,,42026,,,,,,,,,
73611,,Colobus guereza,231533,,,42026,,,,,,,,,
73612,,Colobus guereza,231533,,,42026,,,,,,,,,
73613,,Colobus guereza,231533,,,42026,,,,,,,,,
73614,,Colobus guereza,231533,,,42026,,,,,,,,,
73615,,Colobus guereza,231533,,,42026,,,,,,,,,
73616,,Colobus guereza,231533,,,42026,,,,,,,,,
73617,,Colobus guereza,231533,,,42026,,,,,,,,,
73618,,Colobus guereza,231533,,,42026,,,,,,,,,
73619,,Colobus guereza,231533,,,42026,,,,,,,,,
73620,,Colobus guereza,231533,,,42026,,,,,,,,,
73621,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73622,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73623,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73624,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73625,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73626,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73627,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73628,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73629,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73630,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73631,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73632,,Cercopithecus mitis boutourlini,238776,,,42026,,,,,,,,,
73633,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73634,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73635,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73636,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73637,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73638,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73639,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73640,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73641,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73642,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73643,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73644,,Cercopithecus pygerythrus,236815,,,42026,,,,,,,,,
73645,,Chlorocebus aethiops,92707,,,42026,,,,,,,,,
73646,,Chlorocebus aethiops,92707,,,42026,,,,,,,,,
73647,,Chlorocebus aethiops,92707,,,42026,,,,,,,,,
73648,,Chlorocebus aethiops,92707,,,42026,,,,,,,,,
73649,,Chlorocebus aethiops,92707,,,42026,,,,,,,,,
